author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
158346564,2022-01-09 21:30:34+00:00, ,1480290930179596289,nl,0,0,0,4,Twitter for iPhone,"RT @pimbijl: Over veertien onderdelen en elf keer Nederlands goud, een Pool die sorry zegt, het chagrijn over de olympische selectie, een c…"
195579941,2022-01-09 21:26:06+00:00, ,1480289805766475785,nl,0,0,1,0,Twitter for iPhone,Mocht je ooit de elfstedentocht schaatsen onthoud dan dat er elke meter een kleintje pils band staat te tetteren. En vraag jezelf af of dat het allemaal waard is. #denkendaanholland
2957702944,2022-01-09 21:22:39+00:00, ,1480288935465074691,nl,1,0,0,0,Twitter for Android,Leuke Elfstedentocht ook https://t.co/oodm0Ca6gv
256716733,2022-01-09 21:21:57+00:00, ,1480288758675169285,nl,49,1,4,3,Twitter for Android,"My guilty pleasure. 
Zo heerlijk, André en Janny die de #Elfstedentocht varen. 😃⚓
#DenkendaanHolland #Friesland https://t.co/Mj6EUNzoYl"
29797266,2022-01-09 21:19:31+00:00, ,1480288148626329610,nl,0,0,0,3,Echofon,"RT @OmroepMAX: Bedankt voor het kijken naar #DenkendaanHolland, de Elfstedentocht. Tot volgende week! 👋 https://t.co/BeBet2P0yK"
19044459,2022-01-09 21:19:00+00:00, ,1480288016568623106,nl,163,1,15,3,TweetDeck,"Bedankt voor het kijken naar #DenkendaanHolland, de Elfstedentocht. Tot volgende week! 👋 https://t.co/BeBet2P0yK"
21182574,2022-01-09 21:19:00+00:00, ,1480288015956258818,nl,2,0,0,0,Twitter for iPad,"Wat een heerlijk programma Denkend aan Holland; de Elfstedentocht. André van Duin in topvorm. In bijna elke zin, zit een grap."
47730007,2022-01-09 21:17:10+00:00, ,1480287557581688839,nl,0,0,1,0,Twitter for iPhone,Je gunt al die Friezen toch gewoon een nieuwe #Elfstedentocht? ❤️ #denkendaanholland
443101640,2022-01-09 21:17:05+00:00, ,1480287537004437509,nl,5,0,0,0,Twitter for iPad,"Denkend aan Holland, de Elfstedentocht.

Deze keer niet schaatsend maar met een boot door de friese wateren, maar zeker in iedere stad een warm ontvangst. https://t.co/0LqZGUCPZe"
1039546926,2022-01-09 21:16:43+00:00, ,1480287444826308609,nl,10,0,1,0,Twitter for iPhone,Heerlijke tv #denkendaanholland #elfstedentocht @OmroepMAX
246826913,2022-01-09 21:16:10+00:00, ,1480287305013280768,nl,0,0,0,1,Twitter for Android,RT @frieschdagblad: Tim Prins uit Joure heeft dit weekeinde op ijsbaan Kardinge in Groningen de zilveren medaille gewonnen op het Nederland…
28318250,2022-01-09 21:15:55+00:00, ,1480287241310195718,nl,4,0,0,0,Twitter for iPhone,"Ik hou er zo van, zo gezellig ook met naan erbij 💙 #denkendaanholland #elfstedentocht"
744836251929436160,2022-01-09 21:15:44+00:00, ,1480287196556972032,nl,0,0,0,0,Twitter for iPhone,"@WiebeWieling, de #voorzitter van de #frieseelfsteden:
litte wy gean
#omroepmax #elfstedentocht #tochtdertochten #denkendaanholland"
382284196,2022-01-09 21:15:40+00:00, ,1480287180044001282,nl,0,0,0,6,Twitter for Android,"RT @teamagronl: Zondag, leesdag 😉

🐄 400 koeien lopen op de boerderij rond en Ids Postma kent ze allemaal bij naam. “Je kent ook wel 400 me…"
54482919,2022-01-09 21:13:24+00:00, ,1480286608142311429,nl,2,0,0,0,Twitter for Android,"@marcelbar8 Ik zie het - zelfs met 3 weken zeer strenge vorst- echt niet meer gebeuren..
Friesland wordt totaal overspoeld, mensen gaan rare dingen doen om erbij te zijn. 
Het is niet meer de naïeve jaren 90 toen er een hele ontspannen sfeer was rond de Elfstedentocht.
Komt nooit meer terug"
824746273207115778,2022-01-09 21:11:53+00:00, ,1480286226863247363,nl,0,0,0,0,Twitter Web App,"@schoutenirene reed een snellere slotronde dan @bartswings...

als we dan toch een afscheidswedstrijd voor @SvenKramer86 organiseren, zullen we dan eens kijken waar Irene finisht in het mannenpeloton? 😇

#schaatsen"
95968075,2022-01-09 21:10:06+00:00, ,1480285777754042371,nl,0,0,0,5,Twitter for iPhone,RT @schaatsennl: Bij afwezigheid van de zieke Evelien Vijn wist Jade Groenewoud ook wel dat er voor haar een rode loper lag op het pad naar…
1110134110339645441,2022-01-09 21:09:49+00:00, ,1480285706736001025,nl,1,0,0,0,Twitter for Android,"""Jannie heeft een alternatieve #elfstedentocht gevonden."" Jannie weer. 😄 #denkendaanholland"
27612380,2022-01-09 21:09:34+00:00, ,1480285643485814788,nl,3,0,0,1,dlvr.it,Tim Prins uit Joure heeft dit weekeinde op ijsbaan Kardinge in Groningen de zilveren medaille gewonnen op het Nederlands kampioen allround schaatsen voor Junioren A. https://t.co/fPVeuaPJT1
3043747311,2022-01-09 21:06:09+00:00, ,1480284785943711750,nl,1,0,0,0,Twitter for iPhone,Voorspellingen gaan me doorgaans goed af. 😂 Ik voorspel een nieuwe #elfstedentocht in december 2023. Ondertussen genieten van #denkendaanholland
2168925260,2022-01-09 21:00:29+00:00, ,1480283357900689408,nl,11,1,4,0,Twitter for Android,"Kijk je naar #denkendaanholland en wil je de steden van de #elfstedentocht ook bekijken?
Dat kan. 

In 2019 hebben wij t met de auto gedaan. Ongeveer 3 steden per dag.  Kijk dan even via Google naar ""11steden fonteinen"".
Ook leuk om te bekijken! https://t.co/jOOf7HYlKV"
1470345731907141632,2022-01-09 20:56:43+00:00, ,1480282410843525124,nl,0,0,0,0,Twitter for iPhone,"“Denkend aan Holland. De Elfstedentocht”… dat was toch in Friesland, niet in Holland… @OmroepMAX"
3523779615,2022-01-09 20:56:12+00:00, ,1480282279033327621,nl,3,0,0,0,Twitter for Android,Stiekem vind ik #Denkendaanholland een mooi programma met André &amp; Jannie over de Elfstedentocht en de Friese cultuur.
264204603,2022-01-09 20:56:07+00:00, ,1480282259429203975,nl,0,0,0,2,Twitter for iPhone,RT @1twentehengelo: Meest opzienbarend was wel de overmacht waarmee Groenewoud de twee langste afstanden won. Ze eindigde bovenaan met seco…
268176857,2022-01-09 20:56:00+00:00, ,1480282228676608005,nl,1,0,1,0,Twitter for Android,"""Friezen zijn net zo gek als Brabanders!""

Je zou het wel denken, als je naar Denkend aan Holland kijkt. #DAH #denkendaanholland #Elfstedentocht"
124210095,2022-01-09 20:54:54+00:00, ,1480281954717253633,nl,2,0,0,0,Twitter for iPhone,Heerlijke televisie #elfstedentocht #hollandpromotie #denkendaanholland
1734953784,2022-01-09 20:54:49+00:00, ,1480281929811472384,nl,16,0,5,1,Twitter for Android,"Heerlijke sfeer weer...
Je zou toch willen dat die Elfstedentocht snel weer mogelijk is. Het zit in het DNA van de Friezen. De jeugd moet dit ook een keer kunnen ervaren. #denkendaanholland https://t.co/4VJ3RmwHBm"
279598372,2022-01-09 20:54:08+00:00, ,1480281758646120459,nl,4,0,0,0,Twitter for Android,"#denkendaanholland 

Een prachtig, humoristisch en rustgevend programma. 

#andrévanduin 'De man die alles kan.'

#elfstedentocht #friesland #2022"
450566018,2022-01-09 20:53:15+00:00, ,1480281538898153479,nl,8,0,2,0,Twitter for Android,Die musical over de elfstedentocht wil ik wel graag zien #denkendaanholland
10992622,2022-01-09 20:49:44+00:00, ,1480280652335493123,en,0,0,0,0,Paper.li,The latest Elfstedentocht! https://t.co/UYywErJZTN Thanks to @JaapStalenburg #elfstedentocht #sport
544337253,2022-01-09 20:49:26+00:00, ,1480280578092118033,nl,2,0,0,0,Twitter for Android,"@OmroepMAX @NPO1 Een feest om naar te kijken ❤.Schaatsers klaar, schaatsen maar.😀"
14214139,2022-01-09 20:47:08+00:00, ,1480279999760551941,nl,3,0,0,0,Twitter for iPhone,"Schaatsen klaar, glijden maar!  #denkendaanholland"
2168925260,2022-01-09 20:42:51+00:00, ,1480278921631481858,nl,1,1,2,0,Twitter for Android,"En weer een fout in #denkendaanholland.

Die man van de elfstedentocht zei ""vorig jaar januari vroor het hard"". NEE, het vroor vorig jaar februari heel hard een aantal dagen.

Ook zei hij dat het ""nu"" januari was. Maar de opname was in de herfst van 2021...."
48271838,2022-01-09 20:40:51+00:00, ,1480278417874558990,nl,1,0,1,0,Twitter for Android,"#DenkendaanHolland #Elfstedentocht
Mooie promotie voor Friesland 

Grappig, Woudsend, daar heb ik nog gewerkt
#10yearsago"
28318250,2022-01-09 20:39:56+00:00, ,1480278185480708103,nl,8,0,6,0,Twitter for iPhone,Na een verdrietige stressvolle en niet zo’n leuke dag... even ontstressen bij #denkendaanholland #elfstedentocht 💙
1116461419455746048,2022-01-09 20:37:35+00:00, ,1480277595216306191,nl,0,0,0,0,Twitter for iPhone,"Geen ijs. Wel Zon bij ons strandhuisje in Friesland. Woudsend, Stavoren ed allemaal in de buurt. https://t.co/bEr0mzpXFr #denkendaanholland #elfstedentocht https://t.co/rj7ZWVZyMu"
32390474,2022-01-09 20:36:34+00:00, ,1480277339154042888,nl,0,0,0,1,Twitter for iPhone,RT @NUsport: Anema witheet op 'falende' schaatsbond: 'Winnen geen goud op massastart' https://t.co/OHXEgDeibm
197065592,2022-01-09 20:33:52+00:00, ,1480276659781656586,nl,0,0,0,4,TweetDeck,"RT @pimbijl: Over veertien onderdelen en elf keer Nederlands goud, een Pool die sorry zegt, het chagrijn over de olympische selectie, een c…"
107197656,2022-01-09 20:33:41+00:00, ,1480276615133372424,nl,10,0,1,4,Twitter for Android,"Over veertien onderdelen en elf keer Nederlands goud, een Pool die sorry zegt, het chagrijn over de olympische selectie, een chaotische massastart en een bommetje van Jillert Anema

https://t.co/XFcKjcBZFV"
16904894,2022-01-09 20:28:44+00:00, ,1480275368896516102,nl,4,0,3,1,Twitter for iPad,Zo op npo1 de elfstedentocht van Andre van Duin en Jannie van der Heijden. Wij kwamen ze toevallig tegen in Workum. Maak ik mijn tv-debuut? Kijken! https://t.co/5G5wATJqO0
19044459,2022-01-09 20:28:00+00:00, ,1480275181977362433,nl,46,1,6,0,TweetDeck,Deel 2 van de tocht der tochten start om 21.35 uur op @NPO1. Kijk je mee? 🛥 #DenkendaanHolland #Elfstedentocht https://t.co/uF7OyTZbl6
1479709454790705156,2022-01-09 20:25:53+00:00, ,1480274651284754440,nl,0,0,0,13,Twitter for Android,"RT @sporza: Goud op het EK!!! Allemaal de auto in en toeterend rondjes gaan rijden, of doen we dat alleen bij voetbal? 🇧🇪

https://t.co/7QU…"
1093459224,2022-01-09 20:25:27+00:00, ,1480274541624573952,nl,0,0,0,6,Twitter for Android,"RT @teamagronl: Zondag, leesdag 😉

🐄 400 koeien lopen op de boerderij rond en Ids Postma kent ze allemaal bij naam. “Je kent ook wel 400 me…"
130112428,2022-01-09 20:23:32+00:00, ,1480274060852539399,nl,0,0,0,0,Twitter for Android,En nu maar hopen dat André en Janny na hun flater met IJlst en Sloten Stavoren niet als dorp gaan aankondigen. De Elfstedentocht draagt deze naam niet voor niets... https://t.co/avXXeA6uYp
235158067,2022-01-09 20:22:59+00:00, ,1480273922662838275,nl,0,0,0,0,NU.nl,Anema witheet op 'falende' schaatsbond: 'Winnen geen goud op massastart' https://t.co/hCzUdIw6qj
581753987,2022-01-09 20:22:05+00:00, ,1480273694693933061,nl,4,0,0,0,Twitter for Android,En nu maar hopen dat André en Janny na hun flater met IJlst en Sloten Stavoren niet als dorp gaan aankondigen. De Elfstedentocht draagt deze naam niet voor niets... #merkfryslân #omroepmax #omropfryslân https://t.co/5Qk5phzjl7
3028323514,2022-01-09 20:18:02+00:00,edf6ffc4756bd005,1480272674081447937,nl,0,0,0,0,Instagram,"@beijing2022 komt nu snel dichterbij... 🤩
📸 Kykjes @orangepicturesnl vanuit Peking Gewoan Dwaan fansels!

#sportfotografie #schaatsen #olympischespelen #beijing #peking #sony #sonya1 @sony.nederland @cameraland_nl https://t.co/L3pHXGZPto"
999894548280107008,2022-01-09 20:17:07+00:00, ,1480272445265354755,nl,1,0,0,0,Twitter for Android,@HoldOnSoobin Maar schaatsen kijken brengt me ook terug naar 2012 mentaal
2685684542,2022-01-09 20:15:14+00:00, ,1480271972386889734,nl,0,0,0,2,Twitter Web App,RT @Tammie1808: Mag Mark Tuitert bondscoach worden voor Team NL? #dvt #EKAfstanden #schaatsen #schaatsfan #speedskating
935487494,2022-01-09 20:12:59+00:00, ,1480271405681979396,nl,2,1,0,0,Twitter for iPhone,Anema witheet op 'falende' schaatsbond: 'Winnen geen goud op massastart' https://t.co/Z8Hax4JTCX
197065592,2022-01-09 20:12:12+00:00, ,1480271205781364739,nl,1,0,0,0,TweetDeck,Jillert Anema dropt een bommetje na massastart: 'Ik heb een medaille al afgeschreven' (premium) https://t.co/RVQPteXXlj
36047632,2022-01-09 20:11:01+00:00, ,1480270907864145934,nl,5,0,1,1,NUsport nieuwsfeed,Anema witheet op 'falende' schaatsbond: 'Winnen geen goud op massastart' https://t.co/OHXEgDeibm
25073468,2022-01-09 20:08:32+00:00, ,1480270283764379655,nl,0,0,0,0,Tweetbot for iΟS,@dejongerobert Is weleens gedaan. Maar op schaatsen en de zijkant met boarding werd het best gevaarlijk met sprinten en duwen om niet als laatste over de streep te komen.
824746273207115778,2022-01-09 20:07:03+00:00, ,1480269909078822915,nl,0,0,0,0,Twitter Web App,"@KNSB
 welke reserveschaatsers gaan er mee naar China? Aangezien er tot 4 februari vervangen mag worden en blessures of corona-besmettingen niet uitgesloten kunnen worden...

#schaatsen #olympischespelen #Olympics"
95500771,2022-01-09 20:06:27+00:00, ,1480269759639916552,nl,0,0,0,0,Twitter Web App,@janvanzuthem Jan wat je schrijft is zeker geen spijkers op laag bevroren water zoeken. Groot sportman stop het juiste moment op het hoogtepunt van zijn of haar sportieve loopbaan. Respect voor Sven maar had eerder kunnen stoppen. #schaatsen #svenkramer
406184919,2022-01-09 20:03:31+00:00, ,1480269020838440964,nl,2,0,3,0,Twitter for Android,"@margrietzuid En deze stond ooit op in de auto, toen ik 18 was en met mijn toenmalige vriend in Innsbruck was met kerst, op bezoek bij zijn familie. Kan ik ook niet horen zonder terug te denken aan het schaatsen met zijn ouders, zusje en zoontje. 
https://t.co/w5LjLRHM4k"
1451179042208567303,2022-01-09 19:56:37+00:00, ,1480267286544097287,nl,2,0,0,0,Twitter for Android,"@DaniellePrent @huskyneus @jvo77 Ik denk dat er wel een jaarrond plan gemaakt kan worden 😂. Kano's, schaatsen, fierlejeppen, wakeboarden (auto op de busbaan, met lijn er aan). Lucratief parkje."
29463762,2022-01-09 19:55:37+00:00, ,1480267032813879298,nl,0,0,0,4,Twitter for Android,RT @IJsclubSiberia: Bouw mee aan de nieuwe mobiele IJsclub Siberia Schaatsopslag ;-) Onze #Utrecht crowdfunding via #Voorjestadsie gaat gew…
115709347,2022-01-09 19:52:48+00:00, ,1480266322810478594,nl,0,0,0,0,Twitter for Android,"@schaatsennl Het was gewoon prut met schaatsen, mogen het bij olympische spelen anders aan te pakken"
2317806877,2022-01-09 19:52:05+00:00,871685aa82f8a489,1480266142367338496,nl,4,0,0,4,Twitter for Android,Bouw mee aan de nieuwe mobiele IJsclub Siberia Schaatsopslag ;-) Onze #Utrecht crowdfunding via #Voorjestadsie gaat geweldig! Doe ook mee! Doneer! En deel onze campagne - #schaatsen #ijsclubsiberia #schaatsen https://t.co/34cFuxKneF https://t.co/7H2ptC6oSc
62035617,2022-01-09 19:42:13+00:00, ,1480263661482565633,nl,0,0,1,0,Twitter for Android,Ik durf te stellen dat @SvenKramer86 en @Ireenw er voor hebben gezorgd dat het lange baan schaatsen nog een olympische sport is en nog bestaat #respect
1376239653808963587,2022-01-09 19:32:10+00:00, ,1480261130496974852,nl,0,0,0,3,Twitter for Android,"RT @FvdMosselaar: Deel 2:Stavoren,Hindeloopen en Workum Heerlijk om straks te kijken naar `Denkend aan Holland`. Vanavond NPO1 21.33 uur de…"
815829968,2022-01-09 19:29:19+00:00, ,1480260416567746567,nl,0,0,0,3,Twitter Web App,"RT @FvdMosselaar: Deel 2:Stavoren,Hindeloopen en Workum Heerlijk om straks te kijken naar `Denkend aan Holland`. Vanavond NPO1 21.33 uur de…"
130110912,2022-01-09 19:26:47+00:00, ,1480259778739847170,nl,0,0,0,3,Twitter for iPhone,RT @erbenwennemars: 'Alles is voor 'Bassie' Joep Wennemars op NK Junioren Kardinge https://t.co/dcezL2rg8Q #schaatsen #trotsepapa  #speedsk…
815829968,2022-01-09 19:26:07+00:00, ,1480259609319329792,nl,12,0,6,3,Twitter Web App,"Deel 2:Stavoren,Hindeloopen en Workum Heerlijk om straks te kijken naar `Denkend aan Holland`. Vanavond NPO1 21.33 uur de Elfstedentocht van Janny van der Heijden en André van Duin. Hollandser kan het niet."
112797162,2022-01-09 19:24:38+00:00, ,1480259237121040389,nl,2,0,0,0,Twitter for iPhone,"Eerst  #geniettv  📺

#Maestro 🎼en #DenkendaanHolland 
André en Jannie varen de elfstedentocht route 

Daarna verlaat het #weekend ons weer……maar nooit voor lang
Alvast een #nachtgroet🌙 https://t.co/uGAdHbi98M"
1082596122240131072,2022-01-09 19:21:10+00:00, ,1480258364915470339,nl,0,0,0,3,Twitter for iPhone,RT @erbenwennemars: 'Alles is voor 'Bassie' Joep Wennemars op NK Junioren Kardinge https://t.co/dcezL2rg8Q #schaatsen #trotsepapa  #speedsk…
55588727,2022-01-09 19:18:36+00:00, ,1480257717004558342,nl,0,0,0,1,Twitter for iPad,RT @Rigt: Throwback verhaal van mijn stoere ‘Deense’ neef. #elfstedentocht (ook in het nl te lezen 😎).
2264083799,2022-01-09 19:15:32+00:00, ,1480256944661278738,nl,0,0,0,3,Twitter for Android,RT @erbenwennemars: 'Alles is voor 'Bassie' Joep Wennemars op NK Junioren Kardinge https://t.co/dcezL2rg8Q #schaatsen #trotsepapa  #speedsk…
1068851491589537793,2022-01-09 19:13:23+00:00, ,1480256405630238723,nl,1,0,1,0,Twitter for Android,@Janet_zebra Veel te veel schaatsen.
1082596122240131072,2022-01-09 19:10:18+00:00, ,1480255630963265542,nl,0,0,0,5,Twitter for iPhone,RT @schaatsennl: Bij afwezigheid van de zieke Evelien Vijn wist Jade Groenewoud ook wel dat er voor haar een rode loper lag op het pad naar…
196968773,2022-01-09 19:07:46+00:00, ,1480254990530789382,nl,1,0,0,0,Buffer,Hollands en Fries feestje op EK schaatsen: 'Dit wykein jout in goed gefoel rjochting de Spelen' https://t.co/K94UmutyJs
18549829,2022-01-09 19:07:35+00:00, ,1480254943961432067,nl,1,0,0,0,Buffer,Hollands en Fries feestje op EK schaatsen: 'Dit wykein jout in goed gefoel rjochting de Spelen' https://t.co/5sgEXjIblp
225465908,2022-01-09 19:07:13+00:00, ,1480254852735324163,nl,9,0,2,0,Twitter Web App,"De mass start bij de mannen ontaardde in een chaos, nadat de jury er niet in slaagde om bij het ingaan van de laatste ronde de bel te luiden. Bart Swings won de eindsprint en prolongeerde zijn titel, de Nederlanders kwamen niet in het stuk voor.

&gt;&gt; https://t.co/Z1UWD8TqP4 https://t.co/3A5MVLueaQ"
320677825,2022-01-09 19:05:13+00:00, ,1480254351272722438,nl,0,0,0,7,Twitter for iPhone,"RT @OmroepMAX: Deel 2 van de tocht der tochten staat op het programma. Janny en André vertrekken deze aflevering uit Sloten, ontvangen hoog…"
261642325,2022-01-09 19:03:41+00:00, ,1480253963052236801,nl,0,0,0,5,Twitter for Android,RT @KNRMHindeloopen: Vanavond bij Max op NPO 1 om 21.30 uur in het programma “Denkend aan Holland” ontmoeten Andre van Duin en Janny van de…
2541398251,2022-01-09 19:03:34+00:00, ,1480253933062869000,nl,0,0,0,0,Sportnieuws nieuws,"Nuis, Krol en Otterspeer gaan het nog lastig krijgen met Amerikaanse tienersensatie Jordan Stolz https://t.co/KpoAXkgonC https://t.co/5RmXaETogE"
